year,value,indicator_name,country
2021,76.4899978637695,Adult literacy rate %,Ghana
2017,64.4899978637695,Adult literacy rate %,Ghana
2015,60.1981035367761,Adult literacy rate %,Ghana
2010,71.5,Adult literacy rate %,Ghana
2000,57.9000015258789,Adult literacy rate %,Ghana
